city,brand,title,start_time,distance,volumn,gear,tag,price
上海二手车,宝马,7系 2007款 730Li减配版,2007年,16万公里,3.0升,自动,好评商家,9.50
上海二手车,江淮,瑞风 2008款 穿梭系列 2.0 手动 简配单空调型7座,2008年,9万公里,2.0升,手动,好评商家,1.28
上海二手车,别克,GL8 2013款 3.0L GT豪华商务豪雅版,2013年,6.5万公里,3.0升,自动,90天可退,13.7
上海二手车,雪佛兰,科鲁兹 2009款 1.6L SL AT,2009年,10万公里,1.6升,自动,好评商家,1.88
上海二手车,别克,凯越 2010款 LE 1.6 自动 智能加装版,2010年,9万公里,1.6升,自动,好评商家,2.4
上海二手车,标致,307三厢 2006款 2.0 手自一体 XS 天窗版,2006年,11万公里,2.0升,自动,高配,1.05
上海二手车,大众,帕萨特领驭 2007款 1.8T 自动VIP型,2007年,11万公里,1.8升,自动,好评商家,2.5
上海二手车,荣威,950 2012款 2.0L 典雅版,2015年,6万公里,2.0升,自动,好评商家,7.68
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3,2013年,6.9万公里,2.8升,手动,好评商家,4.8
上海二手车,马自达,睿翼 2010款 2.0L 自动豪华版,2010年,7.35万公里,2.0升,自动,好评商家,5.35
上海二手车,别克,GL8 2011款 3.0L GT豪华商务豪雅版,2012年,7万公里,3.0升,自动,好评商家,12.6
上海二手车,依维柯,2009款 手动 2.8T V39 6座 柴油,2014年,6.8万公里,2.8升,手动,好评商家,5.12
上海二手车,宝马,3系 2005款 320i 领先型,2006年,14万公里,2.0升,自动,好评商家,3.1
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3,2013年,8.7万公里,2.8升,手动,好评商家,4.8
上海二手车,宝马,3系 2013款 320i 运动设计套装,2013年,8万公里,2.0升,自动,好评商家,16.6
上海二手车,依维柯,2009款 手动 2.8T V39 6座 柴油,2013年,7.8万公里,2.8升,手动,好评商家,4.68
上海二手车,本田,雅阁 2009款 2.4L LX,2009年,10.5万公里,2.4升,自动,好评商家,6
上海二手车,雪佛兰,科鲁兹 2009款 1.8L SE AT,2009年,10万公里,1.8升,自动,好评商家,2.55
上海二手车,大众,帕萨特 2011款 1.8TSI DSG御尊版,2012年,6.85万公里,1.8升,自动,高配,8.3
上海二手车,别克,君威 2010款 2.4L 旗舰版,2010年,10万公里,2.4升,自动,好评商家,4.6
上海二手车,别克,GL8 2013款 3.0L GT豪华商务豪雅版,2014年,7.8万公里,3.0升,自动,好评商家,15
上海二手车,别克,GL8 2013款 3.0L GT豪华商务豪雅版,2013年,8万公里,3.0升,自动,高配,13.6
上海二手车,福特,蒙迪欧致胜 2008款 2.3L 豪华运动导航版,2009年,10万公里,2.3升,自动,好评商家,3.9
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3,2010年,7.8万公里,2.8升,手动,高配,2.9
上海二手车,马自达,3昂克赛拉 2014款 两厢 1.5L 自动豪华型,2015年,4.5万公里,1.5升,自动,高配,8.58
上海二手车,雪佛兰,科鲁兹 2009款 1.8L SX AT,2010年,8.2万公里,1.8升,自动,好评商家,3
上海二手车,本田,CRV 2007款 2.4L 自动四驱尊贵版,2008年,11万公里,2.4升,自动,好评商家,5.8
上海二手车,日产,新蓝鸟 2016款 1.6L CVT高能版,2016年,2.5万公里,1.6升,自动,好评商家,8.8
上海二手车,依维柯,2009款 手动 2.8T V39 6座 柴油,2010年,8.8万公里,2.8升,手动,好评商家,3.2
上海二手车,大通,上汽MAXUS V80 2016款 2.5T AMT 傲运通国V短轴中顶6座,2016年,5万公里,2.5升,自动,好评商家,8.76
上海二手车,现代,伊兰特 2006款 1.6 自动 舒适型,2006年,13万公里,1.6升,自动,好评商家,1.3
上海二手车,别克,君威 2013款 2.4 自动 精英版,2014年,4.7万公里,2.4升,自动,好评商家,8.68
上海二手车,荣威,950 2012款 2.4L 豪华版,2012年,9万公里,2.4升,自动,好评商家,4.58
上海二手车,本田,雅阁 2007款 2.4L 自动豪华精典版,2007年,11.6万公里,2.4升,自动,好评商家,3.85
上海二手车,日产,奇骏 2012款 2.5L CVT豪华版 4WD,2013年,5.4万公里,2.5升,自动,好评商家,10
上海二手车,大通,MAXUS V80 2014款 2.5T 手动 傲运通短轴中顶,2014年,6万公里,2.5升,手动,好评商家,7.18
上海二手车,大众,帕萨特 2013款 1.8TSI DSG尊荣版,2013年,8万公里,1.8升,自动,好评商家,8.8
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3,2011年,7.1万公里,2.8升,手动,好评商家,3.6
上海二手车,别克,GL8 2013款 2.4L LT豪华商务行政版,2013年,7.8万公里,2.4升,自动,好评商家,13.5
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油标准型长轴中顶JX493ZLQ3,2011年,7.8万公里,2.8升,手动,好评商家,4.45
上海二手车,别克,君越 2007款 2.4 标准型,2007年,12万公里,2.4升,自动,好评商家,1.88
上海二手车,江铃,福特新世代全顺 2017款 新全顺 短轴低顶版,2017年,2.6万公里,2.0升,手动,好评商家,10.97
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3,2011年,8.1万公里,2.8升,手动,好评商家,3.3
上海二手车,大众,夏朗 2013款 1.8TSI 标配型,2014年,7万公里,1.8升,自动,好评商家,13.2
上海二手车,依维柯,2013款 2.8TA32 全能版,2013年,6.6万公里,2.8升,手动,好评商家,5.06
上海二手车,别克,GL8 2007款 陆尊LT 3.0 自动 豪华版,2007年,11万公里,3.0升,自动,高配,2.88
上海二手车,别克,英朗GT 2013款 GT 1.6L 自动舒适版,2013年,8万公里,1.6升,自动,好评商家,4.08
上海二手车,现代,伊兰特 2006款 1.6 自动 舒适型,2006年,13万公里,1.6升,自动,好评商家,1.36
上海二手车,别克,GL8 2013款 3.0L GT豪华商务豪雅版,2013年,8万公里,3.0升,自动,好评商家,13.6
上海二手车,大众,帕萨特领驭 2009款 1.8T 自动尊杰型,2009年,9万公里,1.8升,自动,好评商家,4.98
上海二手车,大众,帕萨特 2004款 1.8T 天窗型,2004年,15万公里,1.8升,手动,90天可退,0.9
上海二手车,英菲尼迪,QX50 2015款 2.5L 悦享版,2017年,4.56万公里,2.5升,自动,好评商家,21.58
上海二手车,别克,GL8 2013款 3.0L GT豪华商务豪雅版,2014年,7万公里,3.0升,自动,好评商家,14.99
上海二手车,大众,CC 2012款 2.0TSI 豪华型,2013年,4.9万公里,2.0升,自动,好评商家,11.98
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3,2012年,7.5万公里,2.8升,手动,好评商家,3.35
上海二手车,大众,夏朗 2014款 2.0TSI 舒适型,2014年,6万公里,2.0升,自动,好评商家,14.3
上海二手车,现代,酷派 2006款 2.0L AT,2006年,6.8万公里,2.0升,自动,高配,3
上海二手车,大众,CC 2010款 2.0TSI 至尊型,2010年,5.5万公里,2.0升,自动,好评商家,9.8
上海二手车,大众,迈腾 2008款 2.0TSI 自动舒适型,2008年,9.3万公里,2.0升,自动,好评商家,3.65
上海二手车,大通,上汽MAXUS V80 2012款 2.5T 手动 长轴中顶傲运通B版,2013年,7.1万公里,2.5升,手动,好评商家,7.5
上海二手车,大众,POLO 2007款 1.4 手动 时尚运动版,2007年,11万公里,1.4升,手动,好评商家,1.58
上海二手车,别克,君越 2008款 2.4 舒适爵士版,2008年,9.38万公里,2.4升,自动,高配,2.45
上海二手车,大众,尚酷 2013款 2.0TSI GTS,2013年,5.5万公里,2.0升,自动,好评商家,12
上海二手车,大通,上汽MAXUS V80 2014款 2.5T 手动 傲运通长轴中顶,2014年,5.8万公里,2.5升,手动,好评商家,6.58
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3,2010年,7.3万公里,2.8升,手动,好评商家,3.5
上海二手车,宝马,5系 2007款 523Li 典雅型,2007年,9万公里,2.5升,自动,好评商家,5.3
上海二手车,奔驰,C级 2015款 C 200 运动版,2015年,5.2万公里,2.0升,自动,好评商家,20.9
上海二手车,荣威,550 2012款 550D 1.8T 自动品臻版,2012年,5.5万公里,1.8升,自动,好评商家,3.8
上海二手车,荣威,750 2008款 750S 1.8T 迅雅版AT,2009年,10万公里,1.8升,自动,好评商家,1.99
上海二手车,大通,上汽MAXUS V80 2014款 2.5T 手动 商杰短轴中顶,2014年,8.3万公里,2.5升,手动,好评商家,7.3
上海二手车,别克,君威 2010款 2.0L 世博版,2010年,8.6万公里,2.0升,自动,好评商家,3.68
上海二手车,奥迪,A4L 2010款 2.0 TFSI 豪华型,2010年,7.3万公里,2.0升,自动,好评商家,9.8
上海二手车,荣威,550 2009款 550S 1.8L 自动启智版,2009年,10万公里,1.8升,自动,高配,1.99
上海二手车,奔驰,C级 2011款 C 180K 经典型,2012年,9.6万公里,1.6升,自动,好评商家,11.6
上海二手车,风行,菱智 2009款 2.0 手动 长轴创业型7座,2009年,8万公里,2.0升,手动,好评商家,1.68
上海二手车,大众,POLO劲取 2006款 劲取 1.6L 自动雅尊版,2007年,11.6万公里,1.6升,自动,好评商家,1.98
上海二手车,宝马,3系 2013款 改款 320Li 风尚设计套装,2013年,5.9万公里,2.0升,手动,好评商家,15.79
上海二手车,别克,君越 2006款 2.4 舒适型,2006年,13万公里,2.4升,自动,好评商家,1.56
上海二手车,江淮,瑞风 2009款 2.4 手动 标配型58座,2010年,9万公里,2.4升,手动,好评商家,2.18
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油多功能型长轴中顶JX493ZLQ3,2011年,9.36万公里,2.8升,手动,好评商家,4.65
上海二手车,别克,君越 2011款 2.4L SIDI豪雅版,2011年,7.16万公里,2.4升,自动,好评商家,6.65
上海二手车,大众,CC 2012款 1.8TSI 尊贵型,2012年,5.5万公里,1.8升,自动,好评商家,10.3
上海二手车,别克,君越 2010款 2.4L豪华版,2010年,5.2万公里,2.4升,自动,好评商家,5.3
上海二手车,福特,蒙迪欧 2013款 2.0L GTDi200豪华型,2014年,5.5万公里,2.0升,自动,好评商家,10.5
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油后单胎加长轴高顶JX493ZLQ3,2010年,9万公里,2.8升,手动,高配,3.38
上海二手车,宝马,5系 2006款 530Li 豪华型,2006年,12万公里,3.0升,自动,好评商家,4.38
上海二手车,奔驰,E级 2014款 E 260 L 豪华型,2014年,6万公里,1.8升,自动,好评商家,25.5
上海二手车,福特,蒙迪欧 2013款 2.0L GTDi240至尊型,2014年,5.9万公里,2.0升,自动,90天可退,10.6
上海二手车,别克,GL8 2014款 3.0L GT豪华商务豪雅版,2014年,6万公里,3.0升,自动,好评商家,13.6
上海二手车,别克,君越 2012款 2.4L SIDI雅致版,2012年,8.6万公里,2.4升,自动,好评商家,5.8
上海二手车,马自达,3昂克赛拉三厢 2016款 三厢 1.5L 自动舒适型,2016年,2万公里,1.5升,自动,高配,9
上海二手车,别克,GL8 2011款 3.0L XT豪华商务旗舰版,2014年,6万公里,3.0升,自动,好评商家,15
上海二手车,大众,帕萨特 2013款 2.0TSI DSG御尊版,2013年,8万公里,2.0升,自动,好评商家,10
上海二手车,别克,君威 2012款 2.0L 豪华版,2012年,8.56万公里,2.0升,自动,好评商家,4.83
上海二手车,江淮,瑞风 2012款 1.9CTI 手动 柴油长轴标准型,2013年,8.8万公里,1.9升,手动,好评商家,3.76
上海二手车,奔驰,C级 2010款 C 200 CGI 时尚型,2011年,6.5万公里,1.8升,自动,好评商家,9.8
上海二手车,奥迪,A5 2012款 2.0TFSI Cabriolet,2013年,7万公里,2.0升,自动,好评商家,21.8
上海二手车,马自达,睿翼轿跑 2010款 轿跑 2.0L 自动豪华版,2010年,6万公里,2.0升,自动,好评商家,5.38
上海二手车,大众,POLO劲情 2009款 劲情 1.4L 自动舒尚版,2009年,10万公里,1.4升,自动,好评商家,3
上海二手车,别克,GL8 2013款 2.4L CT豪华商务舒适版,2013年,7万公里,2.4升,自动,好评商家,12.6
上海二手车,大众,帕萨特 2013款 1.8TSI DSG至尊版,2013年,6.5万公里,1.8升,自动,好评商家,9.76
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油多功能型短轴中顶JX493ZLQ3A,2014年,6.53万公里,2.8升,手动,好评商家,5.5
上海二手车,江铃,经典全顺 2013款 柴油 长轴 冰白物流车 中顶 6座 国4,2013年,5万公里,2.8升,手动,好评商家,6.6
上海二手车,江淮,瑞风 2007款 祥和 2.4 自动 豪华型,2007年,12万公里,2.4升,自动,好评商家,1.88
上海二手车,大众,CC 2012款 2.0TSI 尊贵型,2012年,6.5万公里,2.0升,自动,好评商家,11.66
上海二手车,别克,君越 2007款 2.4 豪华导航版,2007年,12.8万公里,2.4升,自动,90天可退,2.6
上海二手车,现代,酷派 2006款 2.0L AT,2007年,9.6万公里,2.0升,自动,好评商家,3.68
上海二手车,别克,君越 2010款 2.4 手自一体 舒适版,2010年,6.3万公里,2.4升,自动,好评商家,4
上海二手车,雪佛兰,景程 2011款 1.8 豪华版 AT,2011年,8.6万公里,1.8升,自动,高配,2.68
上海二手车,奔驰,GLK级(进口) 2011款 GLK 300 4MATIC 动感型,2011年,11万公里,3.0升,自动,好评商家,14.8
上海二手车,雪佛兰,科鲁兹 2009款 1.6L SL AT,2009年,9万公里,1.6升,自动,好评商家,2.48
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油多功能型短轴中顶JX493ZLQ3A,2011年,8万公里,2.8升,手动,好评商家,3.9
上海二手车,捷豹,XJ 2007款 6L 3.0 手自一体 皇家加长版,2009年,12.19万公里,3.0升,自动,好评商家,31.98
上海二手车,大众,尚酷 2011款 2.0TSI 豪华版,2011年,6.9万公里,2.0升,自动,好评商家,10.38
上海二手车,宝马,5系 2006款 530i,2006年,12万公里,3.0升,自动,好评商家,4.8
上海二手车,别克,GL8 2014款 2.4L CT豪华商务舒适版,2014年,7万公里,2.4升,自动,好评商家,13.9
上海二手车,丰田,锐志 2008款 2.5S 特别纪念版,2008年,11万公里,2.5升,自动,高配,5.38
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3,2011年,7.8万公里,2.8升,手动,好评商家,3.12
上海二手车,宝马,3系 2012款 320i 时尚型,2012年,5.5万公里,2.0升,自动,好评商家,10.2
上海二手车,依维柯,得意 2009款 2.8T 手动 V35基本型,2012年,6万公里,2.8升,手动,高配,4.58
上海二手车,大众,迈腾 2013款 2.0TSI 至尊型,2013年,5.5万公里,2.0升,自动,好评商家,11.8
上海二手车,大众,途观 2010款 1.8TSI 自动四驱风尚版,2010年,6.8万公里,1.8升,自动,好评商家,8
上海二手车,别克,君威 2014款 2.0T GS豪情运动版,2014年,5.5万公里,2.0升,自动,好评商家,10
上海二手车,雪佛兰,迈锐宝XL 2019款 Redline 550T 自动锐联版,2019年,0.2万公里,2.0升,自动,好评商家,15.98
上海二手车,雪佛兰,科鲁兹 2010款 1.6 自动 SL天地版,2010年,9.2万公里,1.6升,自动,好评商家,2.88
上海二手车,别克,GL8 2011款 2.4L CT豪华商务舒适版,2013年,8万公里,2.4升,自动,高配,9.99
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3,2012年,8.1万公里,2.8升,手动,好评商家,3.58
上海二手车,别克,君威 2014款 2.4L SIDI精英时尚型,2015年,3.9万公里,2.4升,自动,好评商家,10.6
上海二手车,奥迪,A4 2006款 2.0T 尊享型,2006年,11.2万公里,2.0升,自动,好评商家,3.8
上海二手车,雪佛兰,科鲁兹 2009款 1.8L SX AT,2010年,11万公里,1.8升,自动,好评商家,2.65
上海二手车,宝马,3系 2013款 320i 时尚型,2013年,5.5万公里,2.0升,自动,高配,15.2
上海二手车,大众,途观 2010款 2.0TSI 自动四驱菁英版,2011年,7.5万公里,2.0升,自动,好评商家,8.56
上海二手车,马自达,6 2006款 2.3L 自动豪华型,2006年,12.1万公里,2.3升,自动,好评商家,2.18
上海二手车,别克,君越 2012款 2.4L SIDI豪雅版,2012年,5.5万公里,2.4升,自动,好评商家,6.8
上海二手车,五菱,宏光 2014款 1.5L S 手动舒适型,2014年,6.5万公里,1.5升,手动,好评商家,3.2
上海二手车,别克,GL8 2013款 3.0L GT豪华商务豪雅版,2014年,6.8万公里,3.0升,自动,好评商家,15
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油多功能型长轴中顶JX493ZLQ3,2013年,6.9万公里,2.8升,手动,好评商家,5.11
上海二手车,别克,君威 2010款 2.0L 世博版,2010年,11万公里,2.0升,自动,好评商家,3.5
上海二手车,江铃,经典全顺 2013款 柴油 短轴 普通型 中顶 6座 国4,2015年,5.8万公里,2.8升,手动,好评商家,7.89
上海二手车,奔驰,C级 2009款 C200 1.8T 手自一体 优雅型,2009年,9万公里,1.8升,自动,好评商家,7.58
上海二手车,奔驰,CLA级 2014款 CLA 260 4MATIC,2015年,5.5万公里,2.0升,自动,90天可退,24.8
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油多功能型长轴高顶JX493ZLQ3,2009年,9万公里,2.8升,手动,高配,2.88
上海二手车,奥迪,A6L 2008款 2.4L 技术型,2007年,11万公里,2.4升,自动,好评商家,4.88
上海二手车,奥迪,A4L 2012款 2.0 TFSI 自动舒适型,2012年,6.5万公里,2.0升,自动,好评商家,10.88
上海二手车,别克,君越 2013款 2.4L SIDI领先舒适型,2014年,3.5万公里,2.4升,自动,好评商家,11.2
上海二手车,别克,君威 2009款 2.4 手自一体 舒适版,2008年,9万公里,2.4升,自动,好评商家,2.88
上海二手车,大众,夏朗 2015款 1.8TSI 舒适型,2015年,6万公里,1.8升,自动,高配,13.88
上海二手车,别克,君威 2015款 1.6T 领先技术型,2016年,3.9万公里,1.6升,自动,好评商家,9.86
上海二手车,福特,蒙迪欧 2013款 2.0L GTDi200时尚型,2013年,6万公里,2.0升,自动,好评商家,9.5
上海二手车,大众,帕萨特 2004款 2.8L V6,2004年,15万公里,2.8升,自动,好评商家,1.36
上海二手车,福特,福克斯两厢 2009款 两厢 2.0L 自动运动型,2009年,10.5万公里,2.0升,自动,高配,2.58
上海二手车,别克,GL8 2014款 2.4L 舒适版,2016年,6万公里,2.4升,自动,好评商家,11
上海二手车,大众,帕萨特 2005款 1.8T 自动豪华型,2005年,14万公里,1.8升,自动,高配,1.46
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油多功能型短轴中顶JX493ZLQ3A,2013年,8.13万公里,2.8升,手动,好评商家,4.36
上海二手车,标致,408 2013款 1.6L 手动舒适版,2013年,6.5万公里,1.6升,手动,好评商家,4.18
上海二手车,福特,福克斯两厢 2007款 两厢 1.8L 自动时尚型,2008年,11万公里,1.8升,自动,好评商家,2.1
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油多功能型长轴中顶JX493ZLQ3,2009年,13.6万公里,2.8升,手动,好评商家,3.6
上海二手车,依维柯,2009款 手动 2.8T V39 6座 柴油,2011年,8.6万公里,2.8升,手动,好评商家,3.8
上海二手车,别克,君越 2013款 2.4L SIDI领先舒适型,2014年,3.5万公里,2.4升,自动,好评商家,11.2
上海二手车,雪佛兰,科鲁兹 2010款 1.6 自动 SL天地版,2010年,5.5万公里,1.6升,自动,好评商家,3.3
上海二手车,奥迪,A4L 2013款 35 TFSI 自动技术型,2013年,7.6万公里,2.0升,自动,高配,14.89
上海二手车,福特,蒙迪欧致胜 2010款 2.3L 时尚型,2009年,10万公里,2.3升,自动,好评商家,2.98
上海二手车,斯柯达,昊锐 2009款 1.8TSI 自动优雅版,2010年,12万公里,1.8升,自动,好评商家,5.2
上海二手车,大众,帕萨特领驭 2007款 1.8T 自动豪华型,2007年,12万公里,1.8升,自动,好评商家,1.98
上海二手车,别克,GL8 2014款 3.0L GT豪华商务豪雅版,2014年,6.6万公里,3.0升,自动,好评商家,16.8
上海二手车,别克,君威 2012款 2.0T 自动 GS,2012年,5.9万公里,2.0升,自动,好评商家,7.66
上海二手车,别克,GL8 2011款 3.0L GT豪华商务豪雅版,2012年,8万公里,3.0升,自动,好评商家,13
上海二手车,现代,酷派 2006款 2.0L AT,2007年,6.8万公里,2.0升,自动,好评商家,2.8
上海二手车,宝马,3系(进口) 2010款 320i时尚型,2010年,7.3万公里,2.0升,自动,高配,9.5
上海二手车,大众,帕萨特领驭 2005款 1.8T 手动豪华型,2005年,12万公里,1.8升,手动,好评商家,1.5
上海二手车,福特,蒙迪欧致胜 2010款 2.3L 豪华运动导航版,2010年,5.5万公里,2.3升,自动,高配,4.3
上海二手车,别克,君越 2011款 2.4L SIDI豪雅版,2011年,9.2万公里,2.4升,自动,好评商家,5.38
上海二手车,别克,GL8 2006款 陆尊 3.0L XT 导航版,2006年,11万公里,3.0升,自动,好评商家,4.2
上海二手车,别克,GL8 2014款 2.4L CT豪华商务舒适版,2014年,7万公里,2.4升,自动,好评商家,13.9
上海二手车,大众,桑塔纳志俊 2008款 1.8L 手动舒适型,2010年,11万公里,1.8升,手动,好评商家,1.9
上海二手车,大众,帕萨特领驭 2005款 1.8T 手动舒适型,2006年,12万公里,1.8升,手动,好评商家,1.48
上海二手车,宝马,3系 2010款 320i 时尚型,2010年,9.7万公里,2.0升,自动,好评商家,7.73
上海二手车,依维柯,Daily 2018款 2.3T长轴高顶商旅客车F1A,2018年,1.6万公里,2.3升,手动,好评商家,14
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油多功能型短轴中顶JX493ZLQ3A,2010年,3.21万公里,2.8升,手动,好评商家,3.21
上海二手车,雪佛兰,迈锐宝 2013款 1.6T 自动豪华版,2013年,6.5万公里,1.6升,自动,好评商家,6.6
上海二手车,别克,君威 2012款 2.0T 豪华运动版,2012年,5.5万公里,2.0升,自动,好评商家,6.2
上海二手车,福田,蒙派克 2009款 M财富快车 2.5T 手动 6座L标准型长轴,2010年,8万公里,2.5升,手动,好评商家,3
上海二手车,风行,菱智 2008款 Q7 2.0 手动 7座基本板长车,2008年,12万公里,2.0升,手动,好评商家,0.98
上海二手车,江铃,经典全顺 2013款 柴油 长轴 冰白物流车 中顶 6座 国4,2013年,8万公里,2.8升,手动,好评商家,7.2
上海二手车,大众,帕萨特领驭 2006款 1.8T 自动 舒适型,2006年,13万公里,1.8升,自动,好评商家,2.08
上海二手车,依维柯,得意 2009款 2.8T 手动 V35基本型,2010年,9万公里,2.8升,手动,好评商家,2.65
上海二手车,江铃,经典全顺 2016款 2.8T 手动 柴油长轴6座中顶冰白物流车JX493ZLQ4,2016年,4.8万公里,2.8升,手动,好评商家,9.36
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油豪华型长轴中顶JX493ZLQ3,2012年,7万公里,2.8升,手动,好评商家,4
上海二手车,江铃,经典全顺 2016款 2.8T 手动 柴油长轴6座中顶多功能车JX493ZLQ4,2016年,4.9万公里,2.8升,手动,好评商家,9.8
上海二手车,凯迪拉克,XTS 2014款 28T 精英型,2014年,6万公里,2.0升,自动,好评商家,13.58
上海二手车,大众,迈腾 2012款 改款 1.8TSI 尊贵型,2012年,7万公里,1.8升,自动,好评商家,10.2
上海二手车,福特,蒙迪欧致胜 2011款 2.3L 豪华型,2011年,7.88万公里,2.3升,自动,好评商家,5.65
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油多功能型长轴中顶JX493ZLQ3,2011年,8.92万公里,2.8升,手动,好评商家,4
上海二手车,荣威,750 2008款 1.8T 自动 超值限量版,2008年,10万公里,1.8升,自动,好评商家,1.5
上海二手车,别克,君威 2012款 2.0T 豪华运动版,2012年,5.5万公里,2.0升,自动,好评商家,6.2
上海二手车,宝马,3系 2008款 320i 2.0 手自一体 时尚型桃木内饰,2008年,8.8万公里,2.0升,自动,好评商家,6.6
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油多功能型短轴中顶JX493ZLQ3A,2013年,8.13万公里,2.8升,手动,好评商家,4.36
上海二手车,依维柯,2013款 2.8TA36 客货两用,2014年,7.4万公里,2.8升,手动,好评商家,7.18
上海二手车,大众,POLO 2005款 两厢 1.6L 自动豪华型,2005年,15万公里,1.6升,自动,好评商家,1.2
上海二手车,别克,君威 2011款 2.4L SIDI旗舰版,2011年,7.5万公里,2.4升,自动,好评商家,6.2
上海二手车,别克,君越 2013款 2.4L SIDI精英舒适型,2014年,4.9万公里,2.4升,自动,高配,10.26
上海二手车,大众,新宝来 2019款 宝来 1.5L 自动豪华型,2018,0.17万公里,1.5升,自动,好评商家,12.58
上海二手车,别克,君越 2010款 2.4 手自一体 舒适版,2010年,8万公里,2.4升,自动,高配,4.9
上海二手车,荣威,750 2009款 1.8T 750S 迅雅版AT,2009年,9.5万公里,1.8升,自动,好评商家,2.48
上海二手车,奥迪,A4L 2011款 2.0 TFSI 技术型,2011年,6.2万公里,2.0升,自动,好评商家,10.58
上海二手车,别克,君越 2008款 2.4 精英版,2008年,10.2万公里,2.4升,自动,好评商家,2.38
上海二手车,福特,蒙迪欧 2005款 2.0L 精英版,2005年,14万公里,2.0升,自动,好评商家,1
上海二手车,雪佛兰,科鲁兹 2010款 1.6 自动 SL天地版,2010年,9万公里,1.6升,自动,好评商家,2.8
上海二手车,别克,君越 2009款 3.0L旗舰版,2010年,16万公里,3.0升,自动,高配,5.2
上海二手车,荣威,750 2009款 1.8T 750S 迅雅版AT,2009年,9万公里,1.8升,自动,好评商家,2.6
上海二手车,宝马,3系 2009款 318i 进取型,2008年,9万公里,2.0升,自动,好评商家,4.8
上海二手车,宝马,7系 2004款 735Li,2005年,15万公里,3.6升,自动,好评商家,6.18
上海二手车,雪佛兰,迈锐宝 2012款 2.0L 自动豪华版,2012年,5.5万公里,2.0升,自动,好评商家,6.3
上海二手车,江铃,福特新世代全顺 2017款 新全顺 短轴低顶版,2017年,3.2万公里,2.0升,手动,好评商家,10.8
上海二手车,大众,途观 2010款 1.8TSI 自动两驱都会版,2010年,13万公里,1.8升,自动,好评商家,6.38
上海二手车,奔驰,SLK级 2011款 SLK 200 时尚型,2016年,1.8万公里,1.8升,自动,好评商家,29.8
上海二手车,别克,GL8 2011款 3.0L GT豪华商务豪雅版,2013年,7.8万公里,3.0升,自动,好评商家,13.9
上海二手车,凯迪拉克,SLS赛威 2008款 2.8 手自一体 精英型,2008年,10万公里,2.8升,自动,好评商家,4.58
上海二手车,现代,酷派 2006款 2.0L AT,2006年,4.68万公里,2.0升,自动,好评商家,2.99
上海二手车,别克,君威 2014款 2.0T GS豪情运动版,2015年,3.6万公里,2.0升,自动,好评商家,10.6
上海二手车,大众,帕萨特领驭 2005款 1.8T 手动舒适型,2005年,15万公里,1.8升,手动,好评商家,1.4
上海二手车,大众,帕萨特 2011款 1.8TSI DSG尊荣版,2011年,10万公里,1.8升,自动,好评商家,6.88
上海二手车,雪佛兰,迈锐宝 2012款 2.0L 自动豪华版,2012年,5.5万公里,2.0升,自动,好评商家,6.3
上海二手车,别克,GL8 2014款 2.4L 经典版,2015年,6万公里,2.4升,自动,好评商家,10.2
上海二手车,路虎,神行者2 2011款 神行者2 2.2T 自动 柴油 HSE TD4 四驱,2011年,10万公里,2.2升,自动,好评商家,14.96
上海二手车,大众,CC 2010款 2.0TSI 尊贵型,2010年,5.7万公里,2.0升,自动,好评商家,9
上海二手车,福特,福克斯两厢 2007款 两厢 1.8L 自动时尚型,2007年,11.8万公里,1.8升,自动,高配,1.65
上海二手车,雪佛兰,科鲁兹 2010款 1.6 自动 SL天地版,2011年,9万公里,1.6升,自动,好评商家,3
上海二手车,江铃,经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3,2014年,6.5万公里,2.8升,手动,好评商家,4.35
